distro,package,version,swhid
debian,gstreamer1.0-plugins-base,1.10.4-1+deb9u1,swh:1:dir:a64ae2db408f11b82f339bd91ba7becdc78bb98a
debian,fontconfig,2.11.0-6.7+b1,swh:1:dir:56198bbf268ed1e3386864e3dbb9b53a9bdb614a
ubuntu,linux-modules-5.0.0-36-generic,5.0.0-36.39~18.04.1,swh:1:dir:988b8d8164b3964a6b4da5b74e776ab82e02b32c
debian,libnotmuch4,0.23.7-3,swh:1:dir:502d5f3ab359c1eea723c514fdde073a3682c12d
debian,libdjvulibre-text,3.5.27.1-7,swh:1:dir:fcbc0495559fd29bfb928bdeb28b5d1c9ab0fed3
debian,task-ssh-server,3.39,swh:1:dir:e06aedabc5b26916197c61adcd58c748ee43e7b4
debian,libspiro0,1:0.5.20150702-4,swh:1:dir:28c05100d35b3f592a06e5c4463edcfd88a6fad8
debian,libklibc,2.0.4-9,swh:1:dir:0008b955fa3705ac677bc682c300fb80f11889ec
debian,python2.7-dev,2.7.13-2+deb9u3,swh:1:dir:5d0dde871ed19d3a96a4137bede70a1aee6d4bd7
ubuntu,libyaml-0-2,0.1.7-2ubuntu3,swh:1:dir:124dac68d6668b5a04f6dff908c6d2890e12bcb4
ubuntu,libc-bin,2.27-3ubuntu1,swh:1:dir:22cb79e66f368b54b876d305c576f6b7af4b37bf
debian,libxcb-dpms0-dev,1.12-1,swh:1:dir:745caaf63945d5ca3afe7a3ce3583962afc1f262
debian,librplay3,3.3.2-16+b2,swh:1:dir:5202e3a83889f9d3ddb4401f3be7a1a38ae031e7
debian,opensp,1.5.2-13+b1,swh:1:dir:290374c497765f7646872d3cb7f4ce298f806164
debian,libogg0,1.3.2-1,swh:1:dir:2de126f9d8b793fc542992dc8b172ae7400e3512
debian,krb5-multidev,1.15-1+deb9u1,swh:1:dir:48a343801882bdf13c066be2b59dc6dd5decddc2
ubuntu,open-iscsi,2.0.874-5ubuntu2.7,swh:1:dir:9685106055a46772d4e9ca9680d3d41315d0bffc
debian,libjq1,1.5+dfsg-1.3,swh:1:dir:1d294a8c0b1b1eae78349a8a9f25392365d5ca88
ubuntu,libfile-fcntllock-perl,0.22-3build2,swh:1:dir:a35e74f4dbee0aa46d39c282762c0a6c630e0491
debian,apt-transport-https,1.4.10,swh:1:dir:e511fec46be8b258dff3596887adc9f6f459299c
ubuntu,libtasn1-6,4.13-2,swh:1:dir:4560d0fb8f222f7185609415010ead496404402d
ubuntu,os-prober,1.74ubuntu1,swh:1:dir:91897337d32531db2078b4b621f823af2e870e23
ubuntu,dmidecode,3.1-1ubuntu0.1,swh:1:dir:36ad60c1c6c612a5cbbae94c841d870ec1cac861
debian,libnghttp2-14,1.18.1-1+deb9u1,swh:1:dir:137d7affda3e9f16f4b34e0ace7439c501cff35a
debian,libgettextpo-dev,0.19.8.1-2+deb9u1,swh:1:dir:2f37717c6de8057641b8b43b686b7769693fefe0
debian,debconf-i18n,1.5.61,swh:1:dir:88af4771d036f16fcd5e4d4bb23fc2dea7906450
ubuntu,kbd,2.0.4-2ubuntu1,swh:1:dir:517face76cf7843b3e0db86975c3bba4398ac7c7
debian,libisccfg140,1:9.10.3.dfsg.P4-12.3+deb9u6,swh:1:dir:ba72a41437d77152b35a7d265ca6bff2180a20f1
debian,asciidoc-fop,8.6.9-5,swh:1:dir:c71abd63d79ec811a772083b7431f1d1715a2849
ubuntu,libisc-export169,1:9.11.3+dfsg-1ubuntu1.12,swh:1:dir:882614b2f02ab5f03af61ec07bf12068ebc5e66a
debian,libio-stringy-perl,2.111-2,swh:1:dir:f3a45304230cad62148f115450fd570ae2c5dc3a
debian,aptitude,0.8.7-1,swh:1:dir:b8bc1533c2585297c7e64a182f7ffef6216c25ae
ubuntu,iproute2,4.15.0-2ubuntu1.1,swh:1:dir:ab9c68a407817f2fa73b2e052e744e126be5cce8
ubuntu,linux-headers-5.3.0-62-generic,5.3.0-62.56~18.04.1,swh:1:dir:988b8d8164b3964a6b4da5b74e776ab82e02b32c
debian,libmp3lame0,3.99.5+repack1-9+b2,swh:1:dir:0410a98fc143453572ab42cd28d11e5a44b49b9d
debian,libreoffice5.3-dict-es,5.3.4.2-2,swh:1:dir:3095b784e901836ca66e3fdb0b5f3bb666d5f018
debian,libisl15,0.18-1,swh:1:dir:b3c4820cb5fe029a82fe6a3dfa55ed4296de8965
debian,postgresql-client-common,181+deb9u3,swh:1:dir:d26f738dc5108546dcba3076906774ce8a5c3450
debian,libx11-protocol-perl,0.56-7,swh:1:dir:e84ffef50084b7883e387bfae5d350a34277394a
debian,libdevmapper1.02.1,2:1.02.137-2,swh:1:dir:7bf7e0b70ecd341d21a9e88053a11b0e8e4a09db
debian,librubberband2,1.8.1-7,swh:1:dir:dab7a7598ff55b4fd133d1034d00a160c70d02bb
debian,xserver-common,2:1.19.2-1+deb9u5,swh:1:dir:83dfa18af6ccc916cbd120a564319db259c4bfa2
ubuntu,python3-gdbm,3.6.9-1~18.04,swh:1:dir:22e694dce7bf105be7971177d1f9dcd94b9c8416
debian,libcgraph6,2.38.0-17,swh:1:dir:a1316aee79b47201079d36f6240c368a98afa19e
ubuntu,libmagic-mgc,1:5.32-2ubuntu0.4,swh:1:dir:a252abd00257d436ca177cead9d835f3f14b8c3a
debian,liblcms2-2,2.8-4+deb9u1,swh:1:dir:122ce2b0edd97a12a27dcc013f2ea9ec1ac8e0fb
debian,xterm,327-2,swh:1:dir:bb108dcb602d19c3a7597cdc5f3a125ed4d82feb
debian,libtext-wrapi18n-perl,0.06-7.1,swh:1:dir:01d5ecde5aa1369ff31fab91f9360a9d2d3a1ec0
ubuntu,libcap2-bin,1:2.25-1.2,swh:1:dir:cb4254acb96f0e06371277ee1196542fde35f69b
debian,fonts-liberation,1:1.07.4-2,swh:1:dir:b2448967b0af4e5b0ad2180e12dbe3b1865202e6
ubuntu,libmpc3,1.1.0-1,swh:1:dir:944f84e624797295d22d021ed3bc0c7b30d555ba
debian,aptitude-common,0.8.7-1,swh:1:dir:b8bc1533c2585297c7e64a182f7ffef6216c25ae
debian,libxml-sax-expat-perl,0.40-2,swh:1:dir:9e4875c304fa015f702996bcedd18607553c0ca4
ubuntu,python3-configobj,5.0.6-2,swh:1:dir:7179a21d8d6e64ca3aad80122c0b59b5b385a775
ubuntu,libwrap0,7.6.q-27,swh:1:dir:e9e730baa9b50b69e3f13781202761b64ba5d910
ubuntu,libapt-pkg5.0,1.6.12ubuntu0.1,swh:1:dir:87427f14ed2a85fbbc52ed06d2d388bca88ea55b
debian,libobasis6.1-impress,6.1.0.3-3,swh:1:dir:be9528c05aeb436cb268fdf6f84eb3ae72fe96af
ubuntu,busybox-initramfs,1:1.27.2-2ubuntu3.2,swh:1:dir:b58bf04145f3f574a980a9a000b75d148fb3fca5
debian,libpixman-1-dev,0.34.0-1,swh:1:dir:da91d0dd7f786788f28ffd4f1249524c7fad1c0c
debian,libmono-addins-gui0.2-cil,1.0+git20130406.adcd75b-4,swh:1:dir:c4beb8ba59ea5a84817958f45bf6d4e74232aeb1
ubuntu,tzdata,2020a-0ubuntu0.18.04,swh:1:dir:355ea56914e709d60cc7de1bb3346a19d1cc582b
