distro,package,version,swhid
debian,pinentry-gtk2,1.0.0-2,swh:1:dir:a4737368547a4444bc36ef9c1f0aed4e6989b3c1
ubuntu,cloud-initramfs-dyn-netconf,0.40ubuntu1.1,swh:1:dir:79ae5dfaedfc4b6b57fdc323b1963e8c39ecb058
debian,libindicator7,0.5.0-3+b1,swh:1:dir:8fc0f9b69eb58645c42d5d18026e75f3f1911bd8
debian,diffutils,1:3.5-3,swh:1:dir:e215aad14da25f6da9cfa6c47bbacdd855ad40e0
ubuntu,aptitude-common,0.8.10-6ubuntu1,swh:1:dir:9b6edc04ad7a28355ea9c8d1f48cc8d6cc572628
debian,libnetfilter-conntrack3,1.0.6-2,swh:1:dir:2ac511ea58e033b6a4b49570dc5296291fbd7236
debian,liblapack3,3.7.0-2,swh:1:dir:82711d5bb296d3e8eeaeb900cfab61fe46693888
ubuntu,zerofree,1.0.4-1,swh:1:dir:64d2375e580713c815e287b25544b9c9f6f00ed5
debian,python3.5,3.5.3-1+deb9u1,swh:1:dir:09d850978b959c429713f8994c49aed25b71ac4d
ubuntu,libxtables12,1.6.1-2ubuntu2,swh:1:dir:32dea11f72b1fb4d16ceefccb6b7f15e351f0ad9
ubuntu,liblab-gamut1,2.40.1-2,swh:1:dir:59e89b224e3ff3ac93dcd77cbd3828ae7f87ae2d
debian,libtag1v5,1.11.1+dfsg.1-0.1,swh:1:dir:d76ed5f9b9837286aa4948f5d0e1a29ceab056f9
debian,libxcb-xv0-dev,1.12-1,swh:1:dir:745caaf63945d5ca3afe7a3ce3583962afc1f262
debian,liblwp-mediatypes-perl,6.02-1,swh:1:dir:0c7b00bd0f8c4dc98d2492fa1c8928f08884d10c
ubuntu,libpopt0,1.16-11,swh:1:dir:b5034a50d0d57364349b96e852cc654432573294
debian,python-enum34,1.1.6-1,swh:1:dir:2d1b5f110a9b9ec99e00067a6d5839af908235ac
debian,libasprintf0c2,0.19.3-2,swh:1:dir:2f37717c6de8057641b8b43b686b7769693fefe0
debian,libgpm2,1.20.4-6.2+b1,swh:1:dir:8afe921c73f2a0b93da07b3467b9cbb44de964d4
ubuntu,gpg-agent,2.2.4-1ubuntu1.2,swh:1:dir:52ef802d5c3136126809128e408ef580b6980625
ubuntu,libpsl5,0.19.1-5build1,swh:1:dir:4617f5275b7333b910634e30984f75deb0982237
debian,python-gi,3.22.0-2,swh:1:dir:68352604151cd3f3fb78da4f681a64559e86c06a
debian,libreoffice6.1-math,6.1.0.3-3,swh:1:dir:3095b784e901836ca66e3fdb0b5f3bb666d5f018
debian,qttranslations5-l10n,5.7.1~20161021-1,swh:1:dir:900690188d56285995e57a9aa7b8f5baaaa1eeb4
debian,intltool-debian,0.35.0+20060710.4,swh:1:dir:15030e3b3e49f7fd76ba0a84ded206b1fe1c82b7
debian,liblockfile1,1.14-1+b1,swh:1:dir:bacf5d1a5ffc55946da7ee5c5540dfbe7aa67b5f
debian,libzlcore-data,0.12.10dfsg2-2,swh:1:dir:6925d9bbc60370f4c466169c96491b0e08ff88b9
debian,libgdraw5,1:20161005~dfsg-4+deb9u1,swh:1:dir:13ed4b595bf2d54d6fbcf5195778e489cbfa1da1
debian,libobasis6.0-images,6.0.5.2-2,swh:1:dir:be9528c05aeb436cb268fdf6f84eb3ae72fe96af
ubuntu,libxmlsec1,1.2.25-1build1,swh:1:dir:6684fe9c616959b9e551bcc86e32893f9afbbc22
debian,libgts-bin,0.7.6+darcs121130-4,swh:1:dir:822a99dbf57a109ce62236622b9d28bd80397e72
ubuntu,libpython3.6,3.6.9-1~18.04ubuntu1,swh:1:dir:ebd7f07bdd6e815949ba195b960824d1e74b2cea
debian,libpolkit-gobject-1-0,0.105-18+deb9u1,swh:1:dir:42dadd81ec51223f0888640d97a3e14a81d60442
debian,libmtdev1,1.1.5-1+b1,swh:1:dir:28b2c2b5f080f57269d4064da5f56ee0fbf498b0
debian,libavdevice57,7:3.2.14-1~deb9u1,swh:1:dir:085de4bd8865a7e8540c32a9243afcc364d1c5aa
debian,python3.5-minimal,3.5.3-1+deb9u1,swh:1:dir:09d850978b959c429713f8994c49aed25b71ac4d
ubuntu,init,1.51,swh:1:dir:4e1ebd674fe6b7b055d7b895906ddabec4b657a1
ubuntu,ubuntu-standard,1.417.4,swh:1:dir:ab922597af73114917562eaa69953d295a827b71
debian,libpython2.7-dev,2.7.13-2+deb9u3,swh:1:dir:5d0dde871ed19d3a96a4137bede70a1aee6d4bd7
debian,procps,2:3.3.12-3+deb9u1,swh:1:dir:2591c9c58ac71e2aabdcd4ab474715c6e8233e4e
debian,libwrap0,7.6.q-26,swh:1:dir:3527214331cbfeaff34bd200fd8d9b5cfb033eb8
ubuntu,libboost-system1.65.1,1.65.1+dfsg-0ubuntu5,swh:1:dir:1d131aec06a71646bd0fb2b99d507edeec883ef9
debian,exfat-utils,1.2.5-2,swh:1:dir:178be04b59b6d5007305884486eca469d7b1b70d
debian,python3-httplib2,0.9.2+dfsg-1,swh:1:dir:b171c78e1f43cea4843031658a8b3261093ec069
debian,libobasis5.3-draw,5.3.4.2-2,swh:1:dir:be9528c05aeb436cb268fdf6f84eb3ae72fe96af
ubuntu,python3-chardet,3.0.4-1,swh:1:dir:d5300aa826e2169c99c785b70268f10901d79297
debian,docbook-xml,4.5-8,swh:1:dir:8a89cab69de7a39a6ee8a73d3038b1c4da35773b
debian,libwww-robotrules-perl,6.01-1,swh:1:dir:9c6ce2937924796dfd57284bb13120361ae5dd1a
ubuntu,libffi6,3.2.1-8,swh:1:dir:d121e305714c0bb2139ed68bd605c14b75257185
debian,libfontenc-dev,1:1.1.3-1+b2,swh:1:dir:e9d9d8d090d77a54416f5874da5698e2f95efc37
ubuntu,libcilkrts5,7.5.0-3ubuntu1~18.04,swh:1:dir:1c05dc7c4afc412096a0cf418dfc5acd9e415b57
debian,libgl1-mesa-glx,13.0.6-1+b2,swh:1:dir:18fb39f3821d80388eb01f24efcde508a5a22a74
debian,libcairo-perl,1.106-1+b2,swh:1:dir:692fa2ebaa08f53fca8d501c0212a2720feeff54
debian,python-ledger,3.1.2~pre1+g3a00e1c+dfsg1-2+b1,swh:1:dir:a4a9a0baed1215d69cb041679b61d9b36263c2b2
ubuntu,libirs160,1:9.11.3+dfsg-1ubuntu1.12,swh:1:dir:882614b2f02ab5f03af61ec07bf12068ebc5e66a
ubuntu,binutils-x86-64-linux-gnu,2.30-21ubuntu1~18.04.3,swh:1:dir:a3434e1a99f25516ab50a70a08c1d6e36ca1851d
ubuntu,pollinate,4.33-0ubuntu1~18.04.1,swh:1:dir:04337f65361e9448068a53fa8be8a3039e955fb2
debian,net-tools,1.60+git20161116.90da8a0-1,swh:1:dir:c98c6b05227a9f2031eb992b3694ef3cb7e36740
debian,libusb-1.0-0,2:1.0.21-1,swh:1:dir:af8d8f38352a39df469974eb8e935e43a667707f
debian,libofa0,0.9.3-15,swh:1:dir:884c6106c65c0b64571db99477c51c3f77697246
debian,libreoffice6.1-writer,6.1.0.3-3,swh:1:dir:3095b784e901836ca66e3fdb0b5f3bb666d5f018
debian,libclass-isa-perl,0.36-5,swh:1:dir:31038de5b3f65898e426e0021b866f348ad707b4
debian,gir1.2-javascriptcoregtk-3.0,2.4.11-3,swh:1:dir:90b7527fb880e8688ee4a9d27b7fb024918ae4bf
debian,libebur128-1,1.2.2-2,swh:1:dir:0abd8e31df9f804db42b481fcf2431e22fc862c8
debian,libjavascriptcoregtk-3.0-0,2.4.11-3,swh:1:dir:90b7527fb880e8688ee4a9d27b7fb024918ae4bf
ubuntu,libx11-data,2:1.6.4-3ubuntu0.2,swh:1:dir:7073c7ee16536ad29751225f7650e1ed3e1e00a7
debian,libmono-security4.0-cil,4.6.2.7+dfsg-1,swh:1:dir:0337be756fcbe9327bf59c5cd32b97830e537183
debian,libqt5websockets5,5.7.1~20161021-4,swh:1:dir:2e589a987ded10e5f1f311df6e4d6ec3a8c123a3
debian,installation-report,2.62,swh:1:dir:aa940cb3df4d58c878c1e6058af5af4c52991bf0
debian,hexchat-perl,2.12.4-3,swh:1:dir:0556fe0fa1519fa96d1db86652dba094fee522b4
ubuntu,cpp,4:7.4.0-1ubuntu2.3,swh:1:dir:478d5ce963dc6eb2fbc61072f31c320e2741957a
debian,libappindicator3-1,0.4.92-4,swh:1:dir:9d329f3e09112c084a249630159cc509e8821e3d
ubuntu,libargon2-0,0~20161029-1.1,swh:1:dir:1e02f8906e97a8b2b5930fdfbf3e2069b807aec0
debian,libgtk-3-dev,3.22.11-1,swh:1:dir:da4b173bc1e67d38acbdc97b98c4ba5d1c907db3
debian,libobasis6.1-postgresql-sdbc,6.1.0.3-3,swh:1:dir:be9528c05aeb436cb268fdf6f84eb3ae72fe96af
debian,ca-certificates,20200601~deb9u1,swh:1:dir:498ad5fe24a78babb4777cf675d65795a5a8b2c5
debian,libxcb-dri3-dev,1.12-1,swh:1:dir:745caaf63945d5ca3afe7a3ce3583962afc1f262
debian,doxygen,1.8.13-4+b1,swh:1:dir:1d1435594d96df2ab2eeed5958988c208fc5d000
debian,imagemagick-6-common,8:6.9.7.4+dfsg-11+deb9u8,swh:1:dir:6bbc153bc8bf9caed2cc1af0df6628529fd5e388
debian,python-pycurl,7.43.0-2,swh:1:dir:68af2bb929c01c50650addf69f335535f60bd110
debian,python-gtkspellcheck,4.0.5-1,swh:1:dir:cc27aac8581c832c0d473e4c579c251e4d07a567
debian,libgmime-2.6-0,2.6.22+dfsg2-1,swh:1:dir:5e056933f6364e79a1d5d497b5cdb2a6b29f070e
debian,libmagick++-6.q16-7,8:6.9.7.4+dfsg-11+deb9u8,swh:1:dir:6bbc153bc8bf9caed2cc1af0df6628529fd5e388
debian,libapt-pkg4.12,1.0.9.8.4,swh:1:dir:e511fec46be8b258dff3596887adc9f6f459299c
ubuntu,monitoring-plugins-common,2.2-3ubuntu3,swh:1:dir:6242bacbcc8a2035f67c065058be8ab6ece639fc
debian,uuid-dev,2.29.2-1+deb9u1,swh:1:dir:726b78b92e3809d74cd1437dd51e373607bdd8ad
debian,gcc-6,6.3.0-18+deb9u1,swh:1:dir:b10b6bb8450fef0f8f623c9086fc12494b8b9f42
debian,python3-cairo,1.10.0+dfsg-5+b1,swh:1:dir:58cf0a5ade4badab268b65fe9e524e6e407eca31
debian,libsoxr0,0.1.2-2,swh:1:dir:00c1f8d6d75bcdc523b23267f7969784d5152096
debian,libann0,1.1.2+doc-6,swh:1:dir:375ab1d0761c94523e8d6f11b327fc3dc2013a7c
debian,postgresql-common,181+deb9u3,swh:1:dir:d26f738dc5108546dcba3076906774ce8a5c3450
debian,libtinfo5,6.0+20161126-1+deb9u2,swh:1:dir:144b0df8a64d3677989d30a7a5003c7e32703b64
debian,libnotify4,0.7.7-2,swh:1:dir:953552ee36f3a050d13778a0603bceaaae6d2107
debian,tex-common,6.06,swh:1:dir:38f3959af832c2ab765e598abc67cc1083d02a04
ubuntu,linux-image-generic-hwe-18.04,5.3.0.62.115,swh:1:dir:ef4aae5d376e3c0dfb3cace2367da45c31a2cba4
debian,libzvbi-common,0.2.35-13,swh:1:dir:ae3e08b5acb68c2f43f5a87caa02322160f646f8
debian,libegl1-mesa,13.0.6-1+b2,swh:1:dir:18fb39f3821d80388eb01f24efcde508a5a22a74
debian,libxvidcore4,2:1.3.4-1+b2,swh:1:dir:65618c2c4166242b08db8e98b6525421c6521db1
debian,libv4lconvert0,1.12.3-1,swh:1:dir:81b4dad92c1d36a2683ddb4eeef002cad870f560
ubuntu,cmake-data,3.10.2-1ubuntu2.18.04.1,swh:1:dir:6e7d89062e12e32dc4ebd2b0fb0c6f7b6140592a
ubuntu,linux-modules-extra-5.3.0-42-generic,5.3.0-42.34~18.04.1,swh:1:dir:988b8d8164b3964a6b4da5b74e776ab82e02b32c
ubuntu,python3-software-properties,0.96.24.32.13,swh:1:dir:881552e74744ac022d237ce3c85bdb7efcadfd03
ubuntu,install-info,6.5.0.dfsg.1-2,swh:1:dir:55fa755be4992c30a602219c504d1f0a932002bf
debian,qt5-gtk-platformtheme,5.7.1+dfsg-3+deb9u2,swh:1:dir:4cf9a8b87cdf3ae5923042e21d624741812aa3be
debian,fonts-droid,1:4.4.4r2-6,swh:1:dir:4fdb8110e818f5785aac9695c660f75d6fe50ee9
debian,lynx-cur,2.8.9dev11-1,swh:1:dir:63d413bb5c64ea2d5b912065ddbbb648c78365a6
ubuntu,libpango-1.0-0,1.40.14-1ubuntu0.1,swh:1:dir:a0293261eac62fd91a2a89d30ea57742e5e2d3f6
debian,libijs-0.35,0.35-12,swh:1:dir:b179f76d903b40e5253d63f768e2b6b61844b1a5
debian,gpgsm,2.1.18-8~deb9u4,swh:1:dir:27f3a322e28d1c9f2a2ef9cbc542954f468f7027
debian,libapparmor1,2.11.0-3+deb9u2,swh:1:dir:4492149ff13ed0fd60910b3e79532aeebe691075
debian,python-httplib2,0.9.2+dfsg-1,swh:1:dir:b171c78e1f43cea4843031658a8b3261093ec069
debian,libxss-dev,1:1.2.2-1,swh:1:dir:898712a74cbca66973244d609a0d8c974ec6d620
debian,xdg-utils,1.1.1-1+deb9u1,swh:1:dir:7944f7d9228cd7f22e845d46c35e7fb388a6a754
debian,libcupsfilters1,1.11.6-3+deb9u1,swh:1:dir:d3e530742cfc6f438aebdfc5f6f89e3361ced625
debian,libmime-types-perl,2.13-1,swh:1:dir:6ac44ce771e761ee5c1b29eac642419a6b464b8c
debian,mono-runtime,4.6.2.7+dfsg-1,swh:1:dir:0337be756fcbe9327bf59c5cd32b97830e537183
debian,python-xdg,0.25-4,swh:1:dir:533d36dc970ab655c94259a505b9dda77be5dc36
debian,libqt5printsupport5,5.7.1+dfsg-3+deb9u2,swh:1:dir:4cf9a8b87cdf3ae5923042e21d624741812aa3be
ubuntu,keyboard-configuration,1.178ubuntu2.9,swh:1:dir:12052fb27a7324cfa2b9985791272a8d2c90c322
ubuntu,intel-microcode,3.20200609.0ubuntu0.18.04.1,swh:1:dir:af80a013280894800c95ea00288148bba8b5bd46
debian,pandoc-data,1.17.2~dfsg-3,swh:1:dir:5d933f518b4fe0ba7f55e3f94a16ced2e04c825f
debian,libicu52,52.1-8+deb8u4,swh:1:dir:4546bf12ae7fc94706e0fab1136392de6d4ecd72
debian,gramps,5.1.1-1,swh:1:dir:7e53eb7d9bcc718b51c2c23c971e75a421544087
debian,libde265-0,1.0.2-2+b2,swh:1:dir:8cc393cbb5ad8972bfb414eb382dea07772e69f1
debian,libpod-latex-perl,0.61-2,swh:1:dir:6f5798af804dfcd576db92515c7f179a7b9a7995
ubuntu,libbsd0,0.8.7-1ubuntu0.1,swh:1:dir:5c64d98e93c5df16b4778283e74f5350aed52640
debian,tzdata,2019c-0+deb9u1,swh:1:dir:1753e4883025c8aadedc6ba6046c9d751dd30859
debian,youtube-dl,2017.05.18.1-1,swh:1:dir:a1583981a1edcbf12e8888bc1c5f444497296675
debian,libxrender-dev,1:0.9.10-1,swh:1:dir:7bb50f1b611dabb0ce380ad1291f4e07a1f9f81e
debian,libxcb-keysyms1-dev,0.4.0-1+b2,swh:1:dir:ee9ecbf60bbba769fb6eb7eaeeb27d55f202c6b4
debian,x11proto-present-dev,1.1-1,swh:1:dir:3b05f37a3b6f77982446292a2ac39da73b632130
debian,libxcb-damage0-dev,1.12-1,swh:1:dir:745caaf63945d5ca3afe7a3ce3583962afc1f262
debian,libavahi-common-data,0.6.32-2,swh:1:dir:0670284751c68987708f9a9b4525c7be1ece81e7
debian,libreoffice6.0-dict-es,6.0.5.2-2,swh:1:dir:3095b784e901836ca66e3fdb0b5f3bb666d5f018
debian,liblocale-gettext-perl,1.07-3+b1,swh:1:dir:dd0a2ff41d99038d98a8b00e812a78903878dc3c
debian,python3-ecdsa,0.13-2+deb9u1,swh:1:dir:7883384d97a64e09c1497ea1e3ee639fd1342495
debian,libdjvulibre21,3.5.27.1-7,swh:1:dir:fcbc0495559fd29bfb928bdeb28b5d1c9ab0fed3
debian,libatk1.0-data,2.22.0-1,swh:1:dir:2488e8e45e74a7547938afdbe0cc99129b08b5e0
ubuntu,perl-modules-5.26,5.26.1-6ubuntu0.3,swh:1:dir:f3e6dc19d7fddbe8f23c3eaacd1cc757b8b93bdd
debian,docutils-doc,0.13.1+dfsg-2,swh:1:dir:b4fa7979272ac56b9e88b3c63afa8114e9d7e85f
ubuntu,pastebinit,1.5-2,swh:1:dir:6eb0505be74392a7070abf62436bad0dfa32628f
debian,xutils-dev,1:7.7+5+b1,swh:1:dir:46741bc48b5562aa4f918b731535ba198a2f8326
ubuntu,thermald,1.7.0-5ubuntu5,swh:1:dir:55195cc6bae945965e8304ed19c3fc6c92a4f9f6
debian,libnetfilter-acct1,1.0.2-1.1,swh:1:dir:73e4423142d0cc8f223c5342c1d098a589403517
debian,libxcb-keysyms1,0.4.0-1+b2,swh:1:dir:ee9ecbf60bbba769fb6eb7eaeeb27d55f202c6b4
debian,libsasl2-modules,2.1.27~101-g0780600+dfsg-3+deb9u1,swh:1:dir:9ad10de12cd7e2db69271d8cfe79812b2e727b05
ubuntu,libaudit1,1:2.8.2-1ubuntu1,swh:1:dir:2548767e0c15cf1f895672d5bf03fcaee94b414b
debian,e2fsprogs,1.43.4-2+deb9u1,swh:1:dir:442e05534be40d453141c0ba8bbf62d5bf7010e2
debian,libxv1,2:1.0.11-1,swh:1:dir:1eb94103bdafcd96a5fbd828ce0886eab2bc9779
debian,libmono-system4.0-cil,4.6.2.7+dfsg-1,swh:1:dir:0337be756fcbe9327bf59c5cd32b97830e537183
debian,python-qrcode,5.3-1,swh:1:dir:0c23f015e37edaf4189c1d29de529adb9cb3c6b5
debian,libobasis6.1-extension-report-builder,6.1.0.3-3,swh:1:dir:be9528c05aeb436cb268fdf6f84eb3ae72fe96af
ubuntu,libdrm-common,2.4.101-2~18.04.1,swh:1:dir:227f8dd567be578c85a00d0bded441f340b6b5c0
debian,libdbi-dev,0.9.0-4+deb9u1,swh:1:dir:65412780d91a4768cc5c51b8627dcf4adf1f0f32
ubuntu,libtsan0,8.4.0-1ubuntu1~18.04,swh:1:dir:d49af0c20553df7786c37c2c2f91ac5808a9d6ec
debian,libproxy1v5,0.4.14-2,swh:1:dir:f0d9913b94a630f502cdd712e8fcaf86e386cda3
debian,libobasis6.0-en-us,6.0.5.2-2,swh:1:dir:be9528c05aeb436cb268fdf6f84eb3ae72fe96af
debian,libmono-system-configuration4.0-cil,4.6.2.7+dfsg-1,swh:1:dir:0337be756fcbe9327bf59c5cd32b97830e537183
debian,libopenjpeg5,1:1.5.2-3,swh:1:dir:da68f20eaa7f22511cdd0d99a6e3cbd27e06eeb7
debian,libgtk2.0-common,2.24.31-2,swh:1:dir:12abc38b4986653ff32c445493930f45813f0065
debian,libsoundtouch1,1.9.2-2+deb9u1,swh:1:dir:2d692425a6d9dc2d586ab1a71479d9cee7319118
debian,x11proto-composite-dev,1:0.4.2-2,swh:1:dir:029d9fcbd7f965b3ad6cee5ee6750402fbff15ae
debian,libgtkmm-2.4-1v5,1:2.24.5-1,swh:1:dir:ed861f95d7c3c25132df698ca5b3d15723952145
ubuntu,pigz,2.4-1,swh:1:dir:2accce8b61ade190ffaa6f8fb5669bcac04ebd19
ubuntu,ltrace,0.7.3-6ubuntu1,swh:1:dir:1a86eefd9427cbf95394d090afdaa0a84d46e0c1
ubuntu,procps,2:3.3.12-3ubuntu1.2,swh:1:dir:9565cf96242cdff59d056497308423ec3b6bcc48
debian,libsord-0-0,0.16.0~dfsg0-1+b1,swh:1:dir:b1eb7139d2df98414774cc7ba8a12ade1d366acd
debian,host,1:9.10.3.dfsg.P4-12.3+deb9u6,swh:1:dir:ba72a41437d77152b35a7d265ca6bff2180a20f1
debian,libicu-dev,57.1-6+deb9u4,swh:1:dir:4546bf12ae7fc94706e0fab1136392de6d4ecd72
ubuntu,libisns0,0.97-2build1,swh:1:dir:a406e824144d1158f3c7db786928f427ed800532
debian,libcairomm-1.0-1v5,1.12.0-1+b1,swh:1:dir:d4ff3bcc7f192656103226742e5e536bc293063e
debian,libobasis5.3-extension-javascript-script-provider,5.3.4.2-2,swh:1:dir:be9528c05aeb436cb268fdf6f84eb3ae72fe96af
debian,gstreamer1.0-alsa,1.10.4-1+deb9u1,swh:1:dir:a64ae2db408f11b82f339bd91ba7becdc78bb98a
debian,libipc-system-simple-perl,1.25-3,swh:1:dir:2b30e8eb5b50ee47e5e06dfd735b149b7e75de62
ubuntu,libhttp-message-perl,6.14-1,swh:1:dir:01bc1c031b1ccace7c4533c27a22d7d05643a1df
debian,libxcb-glx0,1.12-1,swh:1:dir:745caaf63945d5ca3afe7a3ce3583962afc1f262
debian,shared-mime-info,1.8-1+deb9u1,swh:1:dir:7012b0cf6bdcd2e4644d5e122cf35bcd7e1567c6
debian,libasound2-plugins,1.1.1-1,swh:1:dir:9cd90d79d8123a3cc32ff46de7a18291f4fb666e
debian,libio-html-perl,1.001-1,swh:1:dir:e9d71339995ee88334392fbabe1b56d37ee1d1ed
debian,libavc1394-0,0.5.4-4+b1,swh:1:dir:e00872ccac884baea3283f351f815de7332c66a7
ubuntu,linux-image-5.3.0-51-generic,5.3.0-51.44~18.04.2,swh:1:dir:52a377f1738da74986c39f67c3d7a305c80cafbe
ubuntu,gdisk,1.0.3-1,swh:1:dir:df46bb06c03583a2b9861287045475af3cfeb51d
debian,python3-pysimplesoap,1.16-2,swh:1:dir:82cafa1171bd3cc1234e0990e24325053362d894
debian,libwww-perl,6.15-1,swh:1:dir:06325476a4758b5af762e1848a76bf500ab2d99c
debian,libopencv-video2.4v5,2.4.9.1+dfsg1-2,swh:1:dir:8c48d5da54dd6f953aefb1fffc6a27439fd296e3
ubuntu,linux-modules-5.3.0-42-generic,5.3.0-42.34~18.04.1,swh:1:dir:988b8d8164b3964a6b4da5b74e776ab82e02b32c
debian,libisl10,0.12.2-2,swh:1:dir:b3c4820cb5fe029a82fe6a3dfa55ed4296de8965
debian,libvisio-0.1-1,0.1.5-4+b1,swh:1:dir:a07f1a05da9423c70ad4300ae5fe473782932888
debian,libprotobuf10,3.0.0-9,swh:1:dir:968fbab8c9c1065498785ae935d2a90b80a1ca85
ubuntu,linux-libc-dev,4.15.0-109.110,swh:1:dir:55b5be0d585b3233d6c96e9e8d158630258f262c
debian,libbsd0,0.8.3-1,swh:1:dir:c0225eb89731a1aba0b03b9ddbfd492e0726fa1b
debian,libxml-parser-perl,2.44-2+b1,swh:1:dir:13a5e950c5a04f022260e72c9a30c9d3cc360ee6
debian,libxml2,2.9.4+dfsg1-2.2+deb9u2,swh:1:dir:46d2c3824bddcc5e784d5871540600523a1a42f5
debian,libqt4-dbus,4:4.8.7+dfsg-11,swh:1:dir:96697ee08e13d2823db56f2404f25d5c31d4e2a0
debian,libpciaccess0,0.13.4-1+b2,swh:1:dir:6839271c9e63e09c454b7f7d6e6d29beccf3cbae
debian,x11-xkb-utils,7.7+3+b1,swh:1:dir:cd4585f92315e1c6714cd3d5e155465373b665b3
debian,python3-pil,4.0.0-4+deb9u1,swh:1:dir:e6ba5a181683797f1b5c4d63db995ce7f5b6bac8
debian,libgtk2-perl,2:1.2499-1,swh:1:dir:019dfc5a944a45507bdc15eed52ce392c2648008
debian,libobjc4,6.3.0-18+deb9u1,swh:1:dir:b10b6bb8450fef0f8f623c9086fc12494b8b9f42
debian,libxfixes-dev,1:5.0.3-1,swh:1:dir:e99097774820a5c309e797a7d559869d664e4674
ubuntu,libavahi-client3,0.7-3.1ubuntu1.2,swh:1:dir:c65af1251b862117281b43de11c75c928ca0acdf
debian,libgcc-6-dev,6.3.0-18+deb9u1,swh:1:dir:b10b6bb8450fef0f8f623c9086fc12494b8b9f42
ubuntu,hdparm,9.54+ds-1,swh:1:dir:19e272dcb857030a63d1b1c8605830950ccc90bf
debian,libkeyutils1,1.5.9-9,swh:1:dir:fb5c2d708dd4055293ae694e0e94c5d1afd118bc
debian,dconf-gsettings-backend,0.26.0-2+b1,swh:1:dir:4eea97445bb2f9a20b496ae5f434575259155bf2
debian,libparted2,3.2-17,swh:1:dir:094edac47008cb14c68e2b1f88d447f2dbbd977e
ubuntu,libhx509-5-heimdal,7.5.0+dfsg-1,swh:1:dir:9fc403274b47db80856cf6380eb3061bb181fba1
debian,notification-daemon,0.7.6-2,swh:1:dir:cfc3f2758f1d94c11a827b55b377ef646b78e79e
ubuntu,acl,2.2.52-3build1,swh:1:dir:efef03a21cf594ec35727ebf177f6d3382b4fe08
debian,libnpth0,1.3-1,swh:1:dir:b6e2b1e241e3545fb0a02ba836371d8a394476d9
debian,libreoffice6.1-draw,6.1.0.3-3,swh:1:dir:3095b784e901836ca66e3fdb0b5f3bb666d5f018
ubuntu,python3-pyasn1,0.4.2-3,swh:1:dir:272ecb5660a7a9dca24553dd04b25bcd5c5db187
ubuntu,fonts-dejavu-core,2.37-1,swh:1:dir:c26aee746149a46bb2b632d247b4bdb1590c5aee
debian,libbibutils2,4.12-5+b2,swh:1:dir:1e7edd8150d157f1c193c1b93af27689ad63a1bb
debian,init-system-helpers,1.48,swh:1:dir:0dced046670849041b96c1ee307beba55d8ed346
debian,gstreamer1.0-plugins-good,1.10.4-1,swh:1:dir:4050f238753efec9f5de3f1079ea3c69f21db31a
debian,libglib2.0-dev,2.50.3-2+deb9u2,swh:1:dir:09eeae72a54975e065d3ec47c0f85290b498f646
debian,libtalloc2,2.1.8-1,swh:1:dir:f9af16d284db7108864326e4058f99b0449d37f8
debian,gcc-6-base,6.3.0-18+deb9u1,swh:1:dir:b10b6bb8450fef0f8f623c9086fc12494b8b9f42
debian,libirs-export91,1:9.9.5.dfsg-9+deb8u10,swh:1:dir:ba72a41437d77152b35a7d265ca6bff2180a20f1
ubuntu,whiptail,0.52.20-1ubuntu1,swh:1:dir:5e230206d4b01d0d37f1a80b8e565b03a48f8945
ubuntu,gpgsm,2.2.4-1ubuntu1.2,swh:1:dir:52ef802d5c3136126809128e408ef580b6980625
debian,libmpg123-0,1.23.8-1+b1,swh:1:dir:155eac265ff1514cdaa722aab487f30b65d7b8f1
debian,libvorbis0a,1.3.5-4+deb9u2,swh:1:dir:7c5d6d87b0a6a47a49ad0dd58031899bafda3197
debian,libpng-dev,1.6.28-1+deb9u1,swh:1:dir:75688ac520e4a1bf0dcbcd3a7f03f6e52ee90476
debian,xserver-xorg-core,2:1.19.2-1+deb9u5,swh:1:dir:83dfa18af6ccc916cbd120a564319db259c4bfa2
debian,gnustep-base-common,1.24.9-3.1+deb9u1,swh:1:dir:32d3e8f13dbbb57482bc266811f73c3c92ee219a
debian,libobasis6.0-extension-beanshell-script-provider,6.0.5.2-2,swh:1:dir:be9528c05aeb436cb268fdf6f84eb3ae72fe96af
debian,x11proto-damage-dev,1:1.2.1-2,swh:1:dir:13d57065424167ea963cab22125fd13cbf22f33a
debian,libgail18,2.24.31-2,swh:1:dir:12abc38b4986653ff32c445493930f45813f0065
ubuntu,python3-urllib3,1.22-1ubuntu0.18.04.1,swh:1:dir:10bb55f7d7c8ac925decb63a843ec46f17c2feca
ubuntu,libsepol1,2.7-1,swh:1:dir:0fe4a77f982335e73a7610dacded6136f43ccef6
debian,libobasis6.1-extension-pdf-import,6.1.0.3-3,swh:1:dir:be9528c05aeb436cb268fdf6f84eb3ae72fe96af
debian,libobasis6.0-kde-integration,6.0.5.2-2,swh:1:dir:be9528c05aeb436cb268fdf6f84eb3ae72fe96af
debian,libwpg-0.3-3,0.3.1-3,swh:1:dir:7af614edda50b5b2c8798ec89ca09de330a33b2c
debian,libsepol1,2.6-2,swh:1:dir:ec0c6b190e44e8d22402891cf9594a8c2c8a4a84
debian,libvorbisfile3,1.3.5-4+deb9u2,swh:1:dir:7c5d6d87b0a6a47a49ad0dd58031899bafda3197
